sport,playerName,aliases,careerStage,roleTier,positionGroup,lastUpdated
NHL,Macklin Celebrini,Celebrini,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Logan Cooley,Cooley,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Juraj Slafkovsky,Slafkovsky,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Shane Wright,Wright,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Owen Power,Power,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Luke Hughes,Hughes,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Simon Nemec,Nemec,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,David Jiricek,Jiricek,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Matty Beniers,Beniers,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Wyatt Johnston,Johnston,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Jesper Bratt,Bratt,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Dylan Cozens,Cozens,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Tim Stützle,Sttzle,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Cole Sillinger,Sillinger,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-21
NHL,Patrice Bergeron,Bergeron,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Zdeno Chara,Chara,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Henrik Lundqvist,Lundqvist,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Tuukka Rask,Rask,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Roberto Luongo,Luongo,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Pavel Datsyuk,Datsyuk,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Henrik Sedin,Sedin,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Daniel Sedin,Sedin,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Joe Sakic,Sakic,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Peter Forsberg,Forsberg,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Jarome Iginla,Iginla,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Luc Robitaille,Robitaille,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Chris Chelios,Chelios,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Brian Leetch,Leetch,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Scott Stevens,Stevens,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Joe Thornton,Thornton,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Phil Kessel,Kessel,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Corey Perry,Perry,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Duncan Keith,Keith,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Jonathan Toews,Toews,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Marc-Andre Fleury,Fleury,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Evander Kane,Kane,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Jamie Benn,Benn,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Tyler Seguin,Seguin,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Vladimir Tarasenko,Tarasenko,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Aleksander Ovechkin,Ovechkin,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,John Carlson,Carlson,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Torey Krug,Krug,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Ryan Getzlaf,Getzlaf,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Ryan Kesler,Kesler,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Rick Nash,Nash,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-21
NHL,Sam Reinhart,Reinhart,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Carter Hart,Hart,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Kevin Fiala,Fiala,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Timo Meier,Meier,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Jesperi Kotkaniemi,Kotkaniemi,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Jesper Kotkaniemi,Kotkaniemi,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Alex DeBrincat,DeBrincat,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Johnny Gaudreau,Gaudreau,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Matthew Barzal,Barzal,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Roope Hintz,Hintz,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Robert Thomas,Thomas,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Jordan Kyrou,Kyrou,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Filip Forsberg,Forsberg,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Victor Olofsson,Olofsson,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Kevin Shattenkirk,Shattenkirk,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,John Klingberg,Klingberg,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Tyson Barrie,Barrie,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Chandler Stephenson,Stephenson,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Nazem Kadri,Kadri,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Brock Boeser,Boeser,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Mark Scheifele,Scheifele,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Kyle Connor,Connor,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Connor Garland,Garland,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Evgeny Kuznetsov,Kuznetsov,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Patrick Laine,Laine,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Ryan Strome,Strome,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Alex Pietrangelo,Pietrangelo,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Drew Doughty,Doughty,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Erik Johnson,Johnson,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,T.J. Oshie,Oshie,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Tom Wilson,Wilson,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Pierre-Luc Dubois,Dubois,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Alexis Lafreniere,Lafreniere,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Kaapo Kakko,Kakko,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Jordan Binnington,Binnington,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Jordan Staal,Staal,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Mika Zibanejad,Zibanejad,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,David Krejci,Krejci,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,David Perron,Perron,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Cam Talbot,Talbot,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Jacob Markstrom,Markstrom,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Frederik Andersen,Andersen,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Petr Mrazek,Mrazek,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Kris Letang,Letang,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Ryan Ellis,Ellis,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Thomas Chabot,Chabot,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Jake Sanderson,Sanderson,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Timo,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
NHL,Oskar Lindblom,Lindblom,PRIME,SOLID_STARTER,UNKNOWN,2025-12-21
